"","sex","age","student","employed","sleep","courses","studying","gpa","attend","cigarett","coffee","soda","tv","alcohol","dogs","cats","parents","sexual","condoms","accident","speed","physical","intellig","money","car","stress","relaxed","worry","notblue","disturbe","upset","mood","swings","irritate","blue","intell.","money.","car.","stress.","relax.","worry.","notblue.","disturb.","upset.","mood.","swings.","irritat.","blue.","attend.","condom.","speed.","neur","drink"
"463","Male  ",19,"Full-time","Part-time   ",8,4,4,3.3,"Always   ",0,0,16,6,0,0,0,"Yes","Yes","Often    ",0,"Sometimes",2,"Agree            ","Strongly Disagree","Strongly Disagree","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Disagree         ","Often","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Neutral","Neutral","Neutral","Often","Often","Often","Often","Disagree","Always","Often","Sometims",32,"No"
"464","Male  ",19,"Full-time","Part-time   ",9,4,10,2.5,"Always   ",0,0,2,6,5,2,0,"Yes","No ","         ",2,"Sometimes",5,"Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Disagree         ","Often","Neutral","Often","Neutral","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Disagree","Neutral","Disagree","Always",NA,"Sometims",27,"Yes"
"465","Male  ",18,"Full-time","Not employed",7.5,4,7,3.5,"Always   ",0,0,4,5,0,0,0,"No ","Yes","Always   ",2,"Often    ",25,"Agree            ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Strongly Disagree","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Often","Neutral","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Strongly Disagree","Neutral","Neutral","Neutral","Disagree","Always","Always","Often",23,"No"
"466","Male  ",20,"Full-time","Part-time   ",9,4,20,2.5,"Always   ",0,0,4,0,0,0,0,"No ","No ","         ",1,"Sometimes",10,"Neutral          ","Disagree         ","Agree            ","Agree            ","Disagree         ","Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral","Disagree","Often","Often","Often","Always","Neutral","Often","Often","Often","Neutral","Neutral","Neutral","Always",NA,"Sometims",37,"No"
"467","Male  ",19,"Full-time","Part-time   ",9,15,3,3.7,"Always   ",0,0,0,20,10,0,0,"No ","Yes","Always   ",1,"Often    ",13,"Agree            ","Disagree         ","Neutral          ","Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Often","Disagree","Neutral","Often","Neutral","Often","Neutral","Often","Often","Often","Neutral","Often","Neutral","Always","Always","Often",36,"Yes"
"468","Male  ",24,"Full-time","Not employed",8.5,4,2.5,3,"Always   ",0,0,3.5,21,0,0,0,"No ","Yes","Often    ",0,"Never    ",1.5,"Neutral          ","Disagree         ","Disagree         ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral","Disagree","Disagree","Often","Disagree","Often","Neutral","Neutral","Often","Neutral","Neutral","Often","Neutral","Always","Often","Never",33,"No"
"469","Male  ",18,"Full-time","Not employed",5,4,25,3,"Always   ",20,0,3,1,20,0,0,"No ","Yes","Always   ",0,"Often    ",2,"Agree            ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Neutral          ","Neutral          ","Strongly Agree   ","Agree            ","Neutral          ","Disagree         ","Often","Disagree","Disagree","Neutral","Neutral","Often","Disagree","Neutral","Neutral","Always","Often","Neutral","Disagree","Always","Always","Often",32,"Yes"
"470","Male  ",20,"Full-time","Not employed",7,5,10,2.7,"Always   ",0,0,2,20,2,0,0,"No ","Yes","Sometimes",0,"Rarely   ",0,"Agree            ","Agree            ","Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Strongly Disagree","Strongly Disagree","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Often","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Always","Sometims","Rarely",18,"Yes"
"471","Male  ",21,"Part-time","Full-time   ",8,2,12,3,"Often    ",0,3,10,10,1,1,0,"Yes","Yes","Never    ",0,"Sometimes",0,"Agree            ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Strongly Disagree","Strongly Disagree","Disagree         ","Disagree         ","Often","Neutral","Often","Disagree","Disagree","Neutral","Often","Disagree","Neutral","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Often","Never","Sometims",22,"Yes"
"472","Male  ",21,"Full-time","Part-time   ",6,5,15,3.5,"Always   ",0,0,3,25,0,0,0,"No ","Yes","         ",0,"Sometimes",6,"Agree            ","Strongly Disagree","Disagree         ","Disagree         ","Strongly Agree   ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Often","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Neutral","Neutral","Often","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Always",NA,"Sometims",22,"No"
"473","Male  ",19,"Full-time","Part-time   ",11,17,3,3,"Always   ",0,3,2,12,0,0,0,"Yes","No ","         ",0,"Sometimes",2,"Agree            ","Neutral          ","Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Neutral","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always",NA,"Sometims",20,"No"
"474","Male  ",18,"Full-time","Part-time   ",7,4,3,3.8,"Always   ",0,0,2,3,0,0,0,"Yes","Yes","Always   ",0,"Always   ",0.5,"Agree            ","Neutral          ","Strongly Agree   ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Often","Neutral","Always","Often","Neutral","Often","Neutral","Neutral","Disagree","Often","Neutral","Disagree","Disagree","Always","Always","Always",30,"No"
"475","Male  ",NA,"Full-time","Not employed",8,4,6,3,"Always   ",0,0,3,30,0,0,0,"Yes","Yes","Sometimes",0,"Rarely   ",3,"Neutral          ","Strongly Disagree","Agree            ","Strongly Agree   ","Agree            ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral","Strongly Disagree","Often","Always","Disagree","Often","Neutral","Often","Often","Often","Often","Often","Neutral","Always","Sometims","Rarely",37,"No"
"476","Male  ",23,"Full-time","Part-time   ",6.5,3,5,2.5,"Always   ",0,0,10,20,0,0,0,"Yes","Yes","Sometimes",1,"Sometimes",2,"Agree            ","Neutral          ","Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Neutral","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Sometims","Sometims",20,"No"
"477","Male  ",18,"Full-time","Not employed",7.5,4,1,3,"Always   ",0,0,20,10,0,0,0,"No ","Yes","Rarely   ",1,"Often    ",7,"Neutral          ","Disagree         ","Agree            ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Neutral","Disagree","Often","Disagree","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Often","Disagree","Always","Rarely","Often",24,"No"
"478","Male  ",18,"Full-time","Not employed",10,4,3,1.5,"Often    ",0,0,2,20,17.5,0,2,"No ","No ","         ",0,"Never    ",6,"Agree            ","Strongly Disagree","Strongly Disagree","Disagree         ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Neutral","Disagree","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Often",NA,"Never",23,"Yes"
"479","Male  ",18,"Full-time","Not employed",2,5,8,2,"Sometimes",12,0,2,0,20,0,0,"No ","Yes","Rarely   ",0,"Always   ",10,"Neutral          ","Strongly Disagree","Strongly Disagree","Strongly Agree   ","Disagree         ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Agree            ","Neutral          ","Neutral          ","Agree            ","Strongly Agree   ","Neutral","Strongly Disagree","Strongly Disagree","Always","Often","Always","Always","Always","Often","Neutral","Neutral","Often","Always","Sometims","Rarely","Always",43,"Yes"
"480","Male  ",19,"Full-time","Not employed",7,3,3.5,3,"Often    ",0,0,0,7,3,0,0,"No ","Yes","Rarely   ",0,"Rarely   ",5.5,"Neutral          ","Disagree         ","Strongly Disagree","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Neutral","Disagree","Strongly Disagree","Neutral","Disagree","Often","Disagree","Neutral","Neutral","Often","Neutral","Neutral","Disagree","Often","Rarely","Rarely",29,"Yes"
"481","Male  ",18,"Full-time","Part-time   ",11,5,2.5,3,"Sometimes",0,0,2,2.5,7.5,0,0,"No ","Yes","Always   ",0,"Sometimes",10,"Neutral          ","Disagree         ","Agree            ","Neutral          ","Agree            ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Neutral","Disagree","Often","Neutral","Disagree","Often","Often","Neutral","Disagree","Neutral","Often","Disagree","Disagree","Sometims","Always","Sometims",29,"Yes"
"482","Male  ",19,"Full-time","Part-time   ",5.5,4,1,2.75,"Often    ",0,0,25,8.5,0,0,0,"Yes","Yes","Sometimes",1,"Sometimes",7,"Agree            ","Agree            ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Often","Disagree","Disagree","Often","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Often","Sometims","Sometims",21,"No"
"483","Male  ",24,"Full-time","Not employed",11,4,12,1,"Always   ",0,0,40,6,10,0,0,"No ","No ","         ",0,"Rarely   ",0.5,"Neutral          ","Disagree         ","Agree            ","Agree            ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Strongly Disagree","Strongly Disagree","Disagree         ","Disagree         ","Neutral","Disagree","Often","Often","Neutral","Often","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Always",NA,"Rarely",23,"Yes"
"484","Male  ",19,"Full-time","Part-time   ",4.5,4,3.5,2,"Always   ",15,0,0,10,12,0,0,"No ","Yes","Often    ",1,"Sometimes",3,"Neutral          ","Disagree         ","Strongly Disagree","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Disagree         ","Strongly Disagree","Neutral          ","Disagree         ","Neutral","Disagree","Strongly Disagree","Neutral","Disagree","Often","Disagree","Often","Neutral","Disagree","Strongly Disagree","Neutral","Disagree","Always","Often","Sometims",26,"Yes"
"485","Male  ",20,"Part-time","Part-time   ",8,2,9,2,"Always   ",0,0,6,10,4,0,0,"Yes","No ","         ",0,"Often    ",15,"Neutral          ","Neutral          ","Disagree         ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral","Neutral","Disagree","Neutral","Disagree","Disagree","Often","Neutral","Often","Neutral","Neutral","Often","Neutral","Always",NA,"Often",31,"Yes"
"486","Male  ",18,"Full-time","Not employed",9,5,6,2,"Always   ",0,0,8,2,1,3,0,"No ","No ","         ",3,"Always   ",9,"Strongly Agree   ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Always","Neutral","Disagree","Disagree","Disagree","Often","Disagree","Often","Neutral","Neutral","Disagree","Disagree","Disagree","Always",NA,"Always",26,"Yes"
"487","Male  ",19,"Full-time","Part-time   ",5,4,4,3,"Always   ",0,0,20,6,0,1,1,"Yes","Yes","Often    ",0,"Sometimes",1.5,"Neutral          ","Disagree         ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Disagree","Often","Disagree","Disagree","Often","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Always","Often","Sometims",21,"No"
"488","Male  ",18,"Full-time","Not employed",6,4,4,2.5,"Always   ",0,0,10,4,0,0,0,"Yes","No ","         ",0,"Sometimes",3.5,"Strongly Agree   ","Neutral          ","Neutral          ","Strongly Agree   ","Strongly Disagree","Strongly Agree   ","Neutral          ","Neutral          ","Agree            ","Agree            ","Disagree         ","Agree            ","Disagree         ","Always","Neutral","Neutral","Always","Always","Always","Neutral","Neutral","Often","Often","Disagree","Often","Disagree","Always",NA,"Sometims",37,"No"
"489","Male  ",21,"Full-time","Not employed",6,4,4,3,"Always   ",0,0,3,2.5,0,0,1,"Yes","No ","         ",1,"Often    ",2,"Strongly Agree   ","Agree            ","Strongly Agree   ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Always","Often","Always","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Always",NA,"Often",23,"No"
